Frequency,Algorithm,Behavior,Model_ID,Reward,Avg_Speed,Crashed
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,63.54325046799342,22.155990783410136,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,92.94580689722982,25.530841446904628,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,66.18590999831537,22.50598661192779,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,73.17768275439516,23.2526984646005,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.48320474525403,23.740106097732156,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,87.89607927329753,24.85321365994449,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,38.87575734844254,24.64486638610719,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,94.291403018899,25.61274088361729,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,100.8343967330958,26.385954831779003,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,62.551506346032106,22.139659846929103,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,65.31750084698031,22.489324101727124,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.14993461939062,23.619370898305885,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,73.63216774684871,23.21606627365279,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-26.52041358589519,28.31170164367958,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,87.28810217471934,24.93768620313312,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,72.92902775452039,23.205443291870168,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.05051171297828,23.586477890644748,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-1.0927758794990758,22.748415850204793,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.52910772919032,23.84666980897405,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,85.32357188245575,24.598592148139925,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,71.10987676316194,23.03690891948342,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,63.07400728222268,22.222656017621382,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,76.0874849097179,23.813745403733137,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,26.854297554785283,24.45087488508746,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,24.937301967363922,22.785528730836226,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,62.75769603389997,22.111252101794264,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,24.46087725800832,24.051032656753407,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.65530005758438,23.839324087823424,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,71.63505817175641,23.13525122468398,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,89.83582907660964,25.110684269886033,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-26.755967543633002,27.224060026053383,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,91.04551418372398,25.237867096382914,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,24.93796023845383,24.194512246144487,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,5.570619295772179,23.469641540737076,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.28788498796669,23.853741550690994,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,72.51855803783938,23.189324116736273,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,88.42300895072063,24.989274212315355,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.97469341489222,23.805897992476098,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.12352764873818,23.66108206819044,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,65.93947524334774,22.489289798067016,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,3.3384379687590418,21.601534312149465,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,94.92071344324845,25.660823144751795,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,90.11831289492237,25.172664501251663,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,75.9148076332675,23.618873989863307,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,-17.37587283912074,23.028658436404484,1
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,78.61178324120867,23.86389986237057,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,63.41949666386443,22.20596613566019,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,55.43078120105456,21.30599078341013,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,77.3559771771776,23.727917040658184,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,102.12682864224097,26.46068089472318,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,57.49504391878613,21.62265745007679,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,70.8700079295302,23.14197412304474,0
High_Frequency,QRDQN,Aggressive,High_Frequency_QRDQN_Aggressive,9.899868196579156,23.181659108693694,1
